split,camera,use,elevation_deg,bearing_deg,range_m,vials,bench,lab_varied,light,dark,degraded,selected_for_training
orbit_train,orbit,train,64.2,349.3,1.46,3,rows,0,1.424,0,1,0
orbit_train,orbit,train,37.0,235.2,2.83,14,scatter,1,1.026,0,0,0
orbit_train,orbit,train,82.6,278.5,1.91,3,cluster,1,0.986,0,1,1
orbit_train,orbit,train,34.3,290.8,3.25,15,crowd,1,1.226,0,0,1
orbit_train,orbit,train,75.2,23.5,1.33,8,scatter,0,1.106,0,1,1
orbit_train,orbit,train,60.7,60.8,1.16,4,scatter,1,1.391,0,0,0
orbit_train,orbit,train,50.7,324.9,2.42,16,scatter,1,1.049,0,0,1
orbit_train,orbit,train,43.8,31.0,1.32,17,scatter,1,1.317,0,0,1
orbit_train,orbit,train,51.6,112.1,2.21,18,scatter,1,1.215,0,0,1
orbit_train,orbit,train,61.1,313.1,2.15,52,rows,1,1.404,0,0,1
orbit_train,orbit,train,55.6,97.7,2.31,14,as built,1,0.669,0,0,1
orbit_train,orbit,train,83.1,42.6,1.08,1,scatter,1,1.069,0,0,0
orbit_train,orbit,train,33.3,63.1,1.46,15,scatter,0,0.75,0,0,1
orbit_train,orbit,train,56.0,294.7,1.73,14,as built,1,1.255,0,0,0
orbit_train,orbit,train,30.1,283.8,2.19,19,cluster,1,0.675,0,0,0
orbit_train,orbit,train,40.5,322.5,1.82,13,rows,1,0.607,0,1,0
orbit_train,orbit,train,33.8,18.1,3.27,16,as built,0,0.874,0,0,1
orbit_train,orbit,train,86.0,84.5,1.19,6,scatter,0,0.682,0,1,0
orbit_train,orbit,train,36.1,114.8,1.71,35,rows,1,0.778,0,1,0
orbit_train,orbit,train,55.7,34.2,1.7,10,scatter,0,1.31,0,1,1
orbit_train,orbit,train,45.2,176.8,2.09,53,clusters,0,1.391,0,1,0
orbit_train,orbit,train,75.4,105.8,1.77,27,crowd,0,1.169,0,0,1
orbit_train,orbit,train,52.1,101.0,1.02,1,cluster,1,0.884,0,0,0
orbit_train,orbit,train,33.6,223.9,1.93,31,cluster,1,1.085,0,0,1
orbit_train,orbit,train,40.4,171.4,2.26,51,crowd,1,1.193,0,1,0
orbit_train,orbit,train,37.8,197.8,2.96,66,clusters,1,1.407,0,0,1
orbit_train,orbit,train,83.6,64.4,1.2,8,clusters,1,1.027,0,0,0
orbit_train,orbit,train,60.1,46.8,1.67,27,rows,1,1.364,0,0,0
orbit_train,orbit,train,87.0,329.7,1.53,13,clusters,1,0.895,0,1,0
orbit_train,orbit,train,86.6,88.0,1.16,4,scatter,1,1.018,0,1,0
orbit_train,orbit,train,53.6,151.4,1.8,12,as built,1,1.03,0,0,0
orbit_train,orbit,train,52.2,24.7,1.93,12,rows,1,0.592,0,0,1
orbit_train,orbit,train,51.0,29.1,1.07,20,cluster,1,1.431,0,0,0
orbit_train,orbit,train,76.4,168.8,1.52,8,scatter,1,0.908,0,0,0
orbit_train,orbit,train,31.8,190.1,3.3,50,scatter,1,1.249,0,0,1
orbit_train,orbit,train,42.1,67.3,1.5,5,scatter,1,0.847,0,0,1
orbit_train,orbit,train,49.2,265.3,2.01,32,scatter,1,0.58,0,1,1
orbit_train,orbit,train,50.4,220.7,1.74,5,scatter,0,0.721,0,0,0
orbit_train,orbit,train,45.4,86.2,2.13,6,as built,1,1.355,0,0,1
orbit_train,orbit,train,68.6,277.9,1.42,19,crowd,0,1.193,0,1,0
orbit_train,orbit,train,49.2,77.7,1.13,3,scatter,1,1.366,0,0,1
orbit_train,orbit,train,40.5,172.1,2.24,7,scatter,1,1.122,0,1,0
orbit_train,orbit,train,70.7,28.7,1.15,22,scatter,1,1.108,0,0,0
orbit_train,orbit,train,37.7,337.4,1.7,18,crowd,1,0.572,0,0,0
orbit_train,orbit,train,38.0,163.0,1.96,41,crowd,0,1.316,0,1,0
orbit_train,orbit,train,58.3,148.4,1.6,24,cluster,1,1.108,0,0,1
orbit_train,orbit,train,81.2,74.7,1.5,9,scatter,1,0.668,0,0,0
orbit_train,orbit,train,40.2,61.4,2.58,49,crowd,1,1.241,0,0,1
orbit_train,orbit,train,33.9,193.8,2.94,19,cluster,1,1.33,0,0,1
orbit_train,orbit,train,65.2,37.1,1.1,27,crowd,1,1.177,0,0,0
orbit_train,orbit,train,80.2,219.0,1.24,10,scatter,1,1.042,0,0,0
orbit_train,orbit,train,34.7,198.0,3.26,35,scatter,1,0.99,0,0,1
orbit_train,orbit,train,44.8,312.8,2.67,11,scatter,1,0.812,0,0,1
orbit_train,orbit,train,34.2,17.5,3.16,30,cluster,0,1.189,0,1,1
orbit_train,orbit,train,36.9,65.8,2.21,14,cluster,1,1.122,0,1,1
orbit_train,orbit,train,34.3,181.8,3.16,18,scatter,0,1.445,0,1,1
orbit_train,orbit,train,71.7,60.2,1.35,22,cluster,1,1.191,0,1,0
orbit_train,orbit,train,74.9,114.5,1.61,11,scatter,1,0.945,0,0,1
orbit_train,orbit,train,65.0,156.0,1.26,11,scatter,1,1.356,0,0,0
orbit_train,orbit,train,47.7,303.3,1.73,67,crowd,1,0.629,0,1,0
orbit_train,orbit,train,61.4,353.9,1.22,4,cluster,0,1.082,0,1,0
orbit_train,orbit,train,46.3,257.1,2.01,23,crowd,1,1.414,0,0,1
orbit_train,orbit,train,46.7,38.1,1.82,2,cluster,0,1.137,0,0,1
orbit_train,orbit,train,65.8,177.2,1.73,17,scatter,1,0.795,0,1,0
orbit_train,orbit,train,42.6,100.1,2.3,15,cluster,1,1.375,0,0,0
orbit_train,orbit,train,70.8,85.8,1.77,18,crowd,1,1.165,0,1,1
orbit_train,orbit,train,53.8,247.9,2.04,10,clusters,1,1.121,0,0,1
orbit_train,orbit,train,75.2,325.3,1.61,63,clusters,1,0.734,0,0,0
orbit_train,orbit,train,34.1,139.2,1.52,49,scatter,0,0.595,0,0,1
orbit_train,orbit,train,44.9,325.1,1.44,12,scatter,1,0.869,0,0,1
orbit_train,orbit,train,79.7,67.3,1.43,5,scatter,1,1.044,0,1,0
orbit_train,orbit,train,62.2,206.9,1.2,21,scatter,0,0.741,0,1,0
orbit_train,orbit,train,32.9,223.5,1.15,1,as built,1,0.781,0,0,1
orbit_train,orbit,train,58.1,250.4,1.37,7,as built,1,1.293,0,0,0
orbit_train,orbit,train,54.4,305.7,1.3,13,scatter,0,1.234,0,0,0
orbit_train,orbit,train,74.3,81.1,1.16,47,clusters,1,1.103,0,0,0
orbit_train,orbit,train,45.3,71.3,2.35,2,rows,0,0.927,0,0,1
orbit_train,orbit,train,76.2,289.7,1.89,53,rows,1,0.995,0,0,1
orbit_train,orbit,train,41.6,245.1,1.15,64,crowd,1,1.044,0,1,0
orbit_train,orbit,train,75.7,125.5,1.44,2,scatter,1,1.325,0,1,0
orbit_train,orbit,train,48.2,272.2,1.55,37,scatter,1,0.978,0,1,0
orbit_train,orbit,train,45.1,175.5,1.35,6,scatter,1,0.785,0,1,0
orbit_train,orbit,train,73.5,169.1,1.94,21,cluster,0,1.281,0,0,1
orbit_train,orbit,train,31.7,18.3,1.0,22,clusters,0,1.314,0,1,1
orbit_train,orbit,train,78.3,306.2,1.46,10,scatter,1,0.612,0,0,0
orbit_train,orbit,train,78.3,163.8,1.69,8,scatter,1,0.627,0,0,0
orbit_train,orbit,train,79.8,213.7,1.12,10,scatter,1,0.841,0,0,0
orbit_train,orbit,train,36.4,164.8,1.08,67,clusters,1,0.88,0,0,0
orbit_train,orbit,train,70.3,5.9,1.54,17,scatter,1,0.866,0,1,0
orbit_train,orbit,train,78.0,263.2,1.47,8,as built,1,1.047,0,0,0
orbit_train,orbit,train,36.0,179.1,2.67,56,rows,1,1.049,0,0,1
orbit_train,orbit,train,74.6,119.0,1.03,2,scatter,1,1.342,0,1,0
orbit_train,orbit,train,57.5,105.8,1.91,14,clusters,0,0.976,0,1,1
orbit_train,orbit,train,38.8,270.0,2.93,30,scatter,1,0.761,0,1,1
orbit_train,orbit,train,65.6,291.6,1.05,8,scatter,1,1.253,0,1,0
orbit_train,orbit,train,34.5,276.2,2.43,52,clusters,1,0.815,0,1,0
orbit_train,orbit,train,86.7,283.1,1.69,34,scatter,0,0.627,0,0,0
orbit_train,orbit,train,34.9,3.2,2.31,24,scatter,1,1.447,0,0,1
orbit_train,orbit,train,78.3,338.9,1.77,63,crowd,1,0.876,0,0,1
orbit_train,orbit,train,73.7,213.6,1.73,6,scatter,1,1.11,0,1,1
orbit_train,orbit,train,70.6,298.9,1.29,8,cluster,0,0.788,0,0,0
orbit_train,orbit,train,70.2,238.1,1.77,33,clusters,0,1.434,0,1,1
orbit_train,orbit,train,64.8,333.2,1.67,4,scatter,1,0.674,0,1,0
orbit_train,orbit,train,56.0,235.2,2.08,10,rows,1,1.091,0,0,1
orbit_train,orbit,train,76.8,206.9,1.65,11,scatter,0,1.418,0,1,0
orbit_train,orbit,train,69.2,334.0,1.32,11,rows,1,1.327,0,0,0
orbit_train,orbit,train,84.6,157.2,1.2,5,scatter,1,1.312,0,1,0
orbit_train,orbit,train,36.5,152.5,1.08,18,rows,1,0.729,0,0,0
orbit_train,orbit,train,38.9,183.7,2.87,19,as built,1,0.619,0,1,1
orbit_train,orbit,train,69.2,158.7,1.92,11,clusters,1,0.585,0,0,1
orbit_train,orbit,train,79.5,39.5,1.65,7,cluster,1,0.915,0,0,0
orbit_train,orbit,train,80.4,259.1,1.67,4,scatter,1,0.749,0,0,0
orbit_train,orbit,train,30.5,26.5,1.44,8,cluster,1,1.137,0,0,0
orbit_train,orbit,train,40.8,28.5,1.76,15,scatter,1,1.415,0,1,1
orbit_train,orbit,train,71.6,224.4,1.28,8,as built,1,0.865,0,0,1
orbit_train,orbit,train,35.7,65.0,2.93,32,crowd,0,1.239,0,0,1
orbit_train,orbit,train,74.9,145.6,1.74,20,cluster,1,0.994,0,0,0
orbit_train,orbit,train,65.1,7.2,1.87,2,cluster,0,1.427,0,1,1
orbit_train,orbit,train,70.5,91.6,1.58,5,cluster,0,1.337,0,0,0
orbit_train,orbit,train,37.4,258.0,2.72,20,scatter,1,1.185,0,0,1
orbit_train,orbit,train,32.1,191.6,2.3,69,rows,0,1.176,0,1,0
orbit_train,orbit,train,34.2,13.1,1.25,36,scatter,1,0.778,0,1,0
orbit_train,orbit,train,32.3,332.3,3.5,21,cluster,1,1.172,0,0,1
orbit_train,orbit,train,31.3,344.1,2.22,18,scatter,0,0.928,0,1,0
orbit_train,orbit,train,44.9,263.6,2.12,8,scatter,1,1.058,0,0,0
orbit_train,orbit,train,38.4,63.9,1.13,13,scatter,0,1.257,0,0,1
orbit_train,orbit,train,62.8,315.7,1.27,23,scatter,0,0.939,0,0,0
orbit_train,orbit,train,45.1,312.4,2.01,29,rows,1,0.597,0,0,1
orbit_train,orbit,train,30.8,335.8,2.06,58,crowd,1,0.947,0,0,0
orbit_train,orbit,train,72.7,193.6,1.66,11,scatter,1,0.685,0,0,0
orbit_train,orbit,train,75.7,170.4,1.66,4,scatter,0,0.86,0,1,0
orbit_train,orbit,train,69.5,213.5,1.55,15,clusters,0,0.826,0,1,0
orbit_train,orbit,train,80.3,321.6,1.22,8,as built,1,1.402,0,1,0
orbit_train,orbit,train,55.3,242.0,1.09,2,scatter,1,1.25,0,0,0
orbit_train,orbit,train,64.2,256.9,1.54,12,as built,1,0.67,0,0,0
orbit_train,orbit,train,35.9,317.0,2.92,16,scatter,1,1.313,0,1,1
orbit_train,orbit,train,48.3,15.0,1.62,18,scatter,0,0.744,0,1,0
orbit_train,orbit,train,46.8,177.4,2.21,43,clusters,1,1.001,0,0,0
orbit_train,orbit,train,81.6,98.3,1.31,21,cluster,1,1.14,0,0,1
orbit_train,orbit,train,67.5,240.8,1.19,23,clusters,1,1.371,0,1,0
orbit_train,orbit,train,80.2,241.9,1.38,22,clusters,1,1.195,0,0,0
orbit_train,orbit,train,45.7,258.5,1.23,5,scatter,0,1.277,0,0,0
orbit_train,orbit,train,37.7,201.1,1.12,15,scatter,1,1.141,0,1,0
orbit_train,orbit,train,33.0,136.1,2.02,13,scatter,0,0.62,0,0,0
orbit_train,orbit,train,71.4,204.2,1.26,4,scatter,0,0.942,0,0,0
orbit_train,orbit,train,32.7,145.8,2.17,22,scatter,0,1.055,0,1,0
orbit_train,orbit,train,35.8,57.3,1.34,9,as built,1,1.0,0,1,0
orbit_train,orbit,train,34.6,82.0,3.0,20,scatter,1,0.714,0,1,1
orbit_train,orbit,train,54.2,144.0,1.25,19,rows,1,1.055,0,0,0
orbit_train,orbit,train,54.4,319.5,2.36,17,scatter,1,1.13,0,1,1
orbit_train,orbit,train,57.4,67.1,1.62,18,clusters,1,1.084,0,0,1
orbit_train,orbit,train,53.4,203.2,2.18,4,cluster,1,0.76,0,1,1
orbit_train,orbit,train,75.0,37.4,1.26,3,as built,0,0.839,0,0,0
orbit_train,orbit,train,30.6,345.8,2.5,9,scatter,0,0.758,0,0,0
orbit_train,orbit,train,39.2,97.7,1.75,10,cluster,1,0.601,0,0,0
orbit_train,orbit,train,41.9,24.8,2.62,40,scatter,1,1.363,0,1,1
orbit_train,orbit,train,38.0,144.4,2.15,1,cluster,1,1.08,0,0,0
orbit_train,orbit,train,74.1,265.3,1.39,15,scatter,1,0.963,0,1,0
orbit_train,orbit,train,72.3,231.5,1.25,3,cluster,1,0.627,0,0,0
orbit_train,orbit,train,85.0,263.6,1.65,1,cluster,0,1.322,0,0,0
orbit_train,orbit,train,73.8,125.7,1.1,3,scatter,1,0.869,0,1,0
orbit_train,orbit,train,80.3,300.7,1.88,2,cluster,1,0.684,0,0,1
orbit_train,orbit,train,73.3,307.5,1.31,7,cluster,1,0.758,0,0,0
orbit_train,orbit,train,30.4,338.1,2.15,32,cluster,1,0.896,0,1,0
orbit_train,orbit,train,32.9,266.6,1.21,1,as built,0,1.053,0,0,0
orbit_train,orbit,train,35.1,20.1,1.25,14,scatter,0,1.442,0,0,0
orbit_train,orbit,train,65.6,141.9,2.08,25,scatter,1,1.136,0,1,1
orbit_train,orbit,train,83.6,203.0,1.28,15,scatter,0,1.172,0,0,0
orbit_train,orbit,train,52.2,244.3,1.89,15,cluster,1,0.648,0,0,1
orbit_train,orbit,train,73.5,215.6,1.51,27,rows,0,0.706,0,1,0
orbit_train,orbit,train,35.5,120.0,2.56,26,rows,1,0.927,0,0,1
orbit_train,orbit,train,66.0,127.6,1.27,7,scatter,0,1.421,0,1,0
orbit_train,orbit,train,59.1,166.3,1.89,37,scatter,1,1.232,0,1,0
orbit_train,orbit,train,71.9,204.8,1.19,5,scatter,1,0.946,0,0,0
orbit_train,orbit,train,86.0,69.5,1.76,12,scatter,1,0.981,0,0,1
orbit_train,orbit,train,81.3,44.7,1.05,9,scatter,0,1.229,0,1,0
orbit_train,orbit,train,38.6,136.1,1.33,7,scatter,1,1.025,0,0,1
orbit_train,orbit,train,52.0,230.7,1.07,50,clusters,0,1.394,0,1,0
orbit_train,orbit,train,44.0,106.4,2.25,12,rows,1,0.873,0,0,0
orbit_train,orbit,train,47.6,235.0,2.19,10,cluster,1,0.982,0,0,1
orbit_train,orbit,train,43.6,328.1,1.76,10,rows,1,0.564,0,1,0
orbit_train,orbit,train,79.6,65.3,1.87,30,clusters,1,1.184,0,1,1
orbit_train,orbit,train,52.7,81.8,1.76,7,cluster,0,1.004,0,0,1
orbit_train,orbit,train,82.1,301.9,1.51,6,as built,1,1.381,0,0,0
orbit_train,orbit,train,44.6,233.2,1.12,9,cluster,1,1.237,0,0,0
orbit_train,orbit,train,35.9,282.5,1.93,39,scatter,0,1.389,0,0,0
orbit_train,orbit,train,72.5,43.7,1.45,3,scatter,0,1.02,0,0,0
orbit_train,orbit,train,38.3,51.8,2.62,12,rows,0,0.971,0,0,1
orbit_train,orbit,train,74.5,36.6,1.2,22,rows,0,1.227,0,0,0
orbit_train,orbit,train,49.0,106.4,1.47,11,as built,0,1.191,0,0,0
orbit_train,orbit,train,43.9,68.7,1.55,12,cluster,0,1.178,0,0,0
orbit_train,orbit,train,85.7,121.6,1.54,37,scatter,1,1.443,0,0,0
orbit_train,orbit,train,72.1,72.7,1.62,10,cluster,1,0.906,0,0,0
orbit_train,orbit,train,79.4,152.7,1.03,21,rows,1,1.438,0,0,0
orbit_train,orbit,train,38.4,308.0,1.7,12,clusters,0,0.598,0,0,1
orbit_train,orbit,train,81.1,138.0,1.59,8,scatter,1,1.448,0,1,0
orbit_train,orbit,train,45.3,348.7,1.1,4,scatter,1,0.928,0,0,0
orbit_train,orbit,train,43.3,300.9,1.23,21,crowd,0,0.656,0,1,1
orbit_train,orbit,train,73.2,274.8,1.5,70,crowd,1,1.037,0,0,0
orbit_train,orbit,train,67.4,18.7,1.38,2,clusters,1,1.163,0,0,0
orbit_train,orbit,train,62.4,274.0,1.17,4,cluster,0,0.606,0,0,0
orbit_train,orbit,train,40.8,346.6,1.45,12,scatter,0,0.709,0,0,0
orbit_train,orbit,train,66.7,74.4,1.4,8,cluster,1,0.96,0,1,0
orbit_train,orbit,train,79.9,354.4,1.01,23,scatter,1,0.559,0,0,0
orbit_train,orbit,train,33.2,151.2,1.79,16,cluster,1,0.588,0,1,0
orbit_train,orbit,train,35.5,234.8,1.36,13,as built,0,0.973,0,0,0
orbit_train,orbit,train,47.7,327.2,1.71,13,cluster,0,0.594,0,0,0
orbit_train,orbit,train,45.0,55.8,1.61,19,clusters,0,1.103,0,1,1
orbit_train,orbit,train,43.6,352.3,1.42,23,cluster,0,0.657,0,0,0
orbit_train,orbit,train,78.7,102.2,1.8,13,clusters,1,0.866,0,0,1
orbit_train,orbit,train,47.3,234.5,2.34,34,crowd,0,0.928,0,0,1
orbit_train,orbit,train,79.7,246.3,1.13,7,as built,1,0.664,0,0,0
orbit_train,orbit,train,35.9,218.3,3.3,10,rows,1,0.924,0,1,0
orbit_train,orbit,train,73.5,165.8,1.75,38,rows,0,0.572,0,1,1
orbit_train,orbit,train,32.9,172.7,2.88,59,crowd,1,0.678,0,0,1
orbit_train,orbit,train,73.9,29.0,1.41,7,scatter,1,0.804,0,1,0
orbit_train,orbit,train,49.0,54.1,2.18,6,clusters,0,1.391,0,0,1
orbit_train,orbit,train,72.6,73.6,1.0,21,cluster,1,1.364,0,0,0
orbit_train,orbit,train,45.7,148.0,1.37,22,rows,0,0.675,0,0,0
orbit_train,orbit,train,81.5,303.2,1.0,12,scatter,1,1.41,0,1,0
orbit_train,orbit,train,54.5,358.7,2.27,23,rows,1,0.744,0,0,1
orbit_train,orbit,train,57.9,49.7,1.13,25,cluster,1,1.07,0,0,1
orbit_train,orbit,train,77.0,150.2,1.31,2,scatter,1,1.418,0,0,0
orbit_train,orbit,train,34.8,292.2,2.53,15,scatter,1,0.745,0,1,1
orbit_train,orbit,train,42.2,11.4,2.55,30,cluster,1,0.889,0,0,1
orbit_train,orbit,train,79.8,223.3,1.67,42,scatter,1,0.764,0,0,0
orbit_train,orbit,train,74.9,267.9,1.19,19,rows,1,1.158,0,0,0
orbit_train,orbit,train,55.4,298.8,1.16,16,clusters,1,0.961,0,0,0
orbit_train,orbit,train,31.7,37.5,1.97,27,scatter,1,0.815,0,0,1
orbit_train,orbit,train,41.2,112.1,2.78,4,clusters,0,1.016,0,0,1
orbit_train,orbit,train,43.9,331.4,1.04,16,clusters,1,0.909,0,0,0
orbit_train,orbit,train,80.3,105.5,1.19,2,scatter,1,1.43,0,1,1
orbit_train,orbit,train,84.5,359.9,1.26,5,scatter,0,1.39,0,1,0
orbit_train,orbit,train,84.5,352.3,1.83,5,scatter,1,0.655,0,1,1
orbit_train,orbit,train,33.1,299.0,3.22,24,crowd,1,0.888,0,0,1
orbit_train,orbit,train,77.6,316.7,1.01,30,crowd,1,0.551,0,1,0
orbit_train,orbit,train,40.2,40.1,1.18,27,scatter,1,1.094,0,1,0
orbit_train,orbit,train,74.1,299.1,1.57,45,crowd,1,0.956,0,0,0
orbit_train,orbit,train,80.2,309.8,1.24,15,clusters,1,1.239,0,0,0
orbit_train,orbit,train,38.1,28.8,2.42,48,clusters,0,0.946,0,1,1
orbit_train,orbit,train,62.1,167.1,1.81,7,scatter,1,1.049,0,1,1
orbit_train,orbit,train,78.5,89.4,1.85,3,scatter,0,1.297,0,1,1
orbit_train,orbit,train,80.8,71.2,1.53,41,rows,0,1.297,0,1,0
orbit_train,orbit,train,41.9,7.3,2.7,10,scatter,1,0.657,0,0,1
orbit_train,orbit,train,68.1,15.5,1.61,30,cluster,1,0.658,0,0,0
orbit_train,orbit,train,31.1,90.0,3.33,6,cluster,0,1.329,0,1,1
orbit_train,orbit,train,75.1,55.3,1.63,10,scatter,1,0.96,0,0,0
orbit_train,orbit,train,48.2,197.2,1.44,23,clusters,0,1.165,0,1,1
orbit_train,orbit,train,67.2,11.4,1.15,5,scatter,1,1.083,0,0,0
orbit_train,orbit,train,81.3,224.2,1.17,21,crowd,1,1.126,0,1,0
orbit_train,orbit,train,72.6,275.4,1.14,13,scatter,1,0.61,0,0,0
orbit_train,orbit,train,59.5,266.4,1.0,10,scatter,0,0.764,0,0,0
orbit_train,orbit,train,32.8,124.2,3.04,13,scatter,1,1.318,0,0,0
orbit_train,orbit,train,74.7,90.2,1.38,75,crowd,1,1.171,0,0,0
orbit_train,orbit,train,54.9,152.3,2.27,13,as built,1,1.426,0,0,0
orbit_train,orbit,train,42.6,55.3,1.01,15,rows,1,1.015,0,0,0
orbit_train,orbit,train,82.2,297.8,1.24,8,as built,0,1.355,0,0,0
orbit_train,orbit,train,45.0,1.3,2.45,6,crowd,1,1.384,0,0,1
orbit_train,orbit,train,35.0,172.4,2.99,53,rows,0,1.308,0,0,1
orbit_train,orbit,train,38.0,66.0,2.61,33,scatter,1,1.384,0,0,1
orbit_train,orbit,train,59.5,137.7,1.35,7,as built,0,0.612,0,0,0
orbit_train,orbit,train,63.3,115.7,1.52,36,rows,1,0.759,0,0,0
orbit_train,orbit,train,40.2,182.9,1.58,4,scatter,0,0.965,0,0,0
orbit_train,orbit,train,80.9,42.2,1.03,63,crowd,1,0.576,0,1,0
orbit_train,orbit,train,60.5,31.2,2.05,16,scatter,1,0.848,0,1,1
orbit_train,orbit,train,40.4,22.0,2.54,7,scatter,1,1.345,0,0,1
orbit_train,orbit,train,46.4,191.9,1.67,1,as built,1,1.073,0,0,1
orbit_train,orbit,train,31.1,182.1,1.49,15,as built,1,1.099,0,0,0
orbit_train,orbit,train,76.1,175.9,1.21,3,cluster,1,0.629,0,1,0
orbit_train,orbit,train,57.4,82.3,1.62,2,scatter,1,0.59,0,1,0
orbit_train,orbit,train,83.0,165.9,1.18,10,cluster,1,1.443,0,0,0
orbit_train,orbit,train,65.5,242.1,1.28,22,crowd,1,0.556,0,0,0
orbit_train,orbit,train,47.4,211.0,1.48,14,scatter,1,0.961,0,0,0
orbit_train,orbit,train,78.0,108.3,1.49,23,cluster,1,0.754,0,1,1
orbit_train,orbit,train,79.6,151.1,1.19,2,as built,1,0.616,0,0,0
orbit_train,orbit,train,45.0,143.3,2.17,29,crowd,1,1.341,0,0,1
orbit_train,orbit,train,76.1,263.7,1.32,63,crowd,1,1.097,0,0,0
orbit_train,orbit,train,61.8,37.4,2.06,47,crowd,0,1.343,0,1,1
orbit_train,orbit,train,80.4,49.7,1.03,3,scatter,0,1.193,0,1,0
orbit_train,orbit,train,75.1,272.6,1.81,11,as built,1,1.314,0,0,1
orbit_train,orbit,train,53.4,194.2,1.84,66,scatter,0,0.628,0,0,1
orbit_train,orbit,train,84.0,196.1,1.31,6,as built,1,1.19,0,0,0
orbit_train,orbit,train,77.3,96.2,1.1,2,scatter,1,0.709,0,0,1
orbit_train,orbit,train,44.6,82.6,2.53,9,cluster,0,1.187,0,0,1
orbit_train,orbit,train,34.6,268.8,1.07,15,cluster,0,1.385,0,1,0
orbit_train,orbit,train,54.2,187.9,1.39,11,as built,1,1.082,0,1,1
orbit_train,orbit,train,32.0,257.5,2.23,9,rows,1,1.195,0,0,0
orbit_train,orbit,train,64.9,87.1,1.49,46,scatter,1,0.906,0,1,0
orbit_train,orbit,train,35.8,135.2,1.56,8,scatter,1,0.986,0,0,0
orbit_train,orbit,train,70.1,267.1,1.71,15,cluster,1,1.343,0,0,0
orbit_train,orbit,train,34.8,169.6,3.26,57,clusters,1,0.594,0,1,1
orbit_train,orbit,train,34.8,231.6,3.22,24,scatter,0,0.86,0,1,0
orbit_train,orbit,train,56.3,201.4,1.31,2,scatter,1,0.943,0,0,1
orbit_train,orbit,train,77.9,195.6,1.88,7,as built,1,0.567,0,0,1
orbit_train,orbit,train,34.3,288.0,2.46,21,cluster,1,1.448,0,0,0
orbit_train,orbit,train,62.8,160.7,1.51,30,clusters,0,1.114,0,0,0
orbit_train,orbit,train,38.8,31.1,1.83,15,clusters,1,1.315,0,0,1
orbit_train,orbit,train,49.6,262.2,1.29,15,clusters,1,1.072,0,0,0
orbit_train,orbit,train,31.5,311.3,1.71,49,clusters,0,1.085,0,0,1
orbit_train,orbit,train,66.4,60.9,1.39,8,as built,0,1.354,0,1,0
orbit_train,orbit,train,87.3,90.4,1.04,3,scatter,1,1.183,0,1,1
orbit_train,orbit,train,42.0,269.3,1.78,26,clusters,0,0.838,0,0,0
orbit_train,orbit,train,34.7,322.4,1.09,18,as built,1,0.755,0,0,1
orbit_train,orbit,train,54.2,184.7,1.94,22,scatter,0,1.373,0,1,0
orbit_train,orbit,train,80.9,229.7,1.22,17,clusters,1,0.769,0,0,0
orbit_train,orbit,train,87.8,213.5,1.06,8,clusters,1,0.699,0,1,0
orbit_train,orbit,train,52.3,359.2,1.42,8,as built,1,1.219,0,0,0
orbit_train,orbit,train,61.6,247.6,2.08,6,cluster,0,0.588,0,0,1
orbit_train,orbit,train,35.7,170.1,2.58,28,crowd,1,0.916,0,0,0
orbit_train,orbit,train,43.7,12.3,1.2,11,scatter,0,0.742,0,0,0
orbit_train,orbit,train,45.7,67.0,1.74,6,scatter,1,1.085,0,1,0
orbit_train,orbit,train,64.7,101.0,1.12,4,scatter,0,0.613,0,1,0
orbit_train,orbit,train,84.3,136.8,1.59,6,scatter,1,1.436,0,1,0
orbit_train,orbit,train,46.4,340.2,1.77,32,crowd,1,1.059,0,0,1
orbit_train,orbit,train,72.6,87.4,1.12,20,rows,1,0.915,0,1,0
orbit_train,orbit,train,52.4,296.8,2.31,20,scatter,1,1.323,0,0,0
orbit_train,orbit,train,48.1,12.8,1.66,9,scatter,0,0.712,0,1,0
orbit_train,orbit,train,73.2,119.6,1.1,11,cluster,1,1.395,0,0,0
orbit_train,orbit,train,59.6,168.5,1.34,6,scatter,1,0.986,0,0,0
orbit_train,orbit,train,78.0,20.9,1.28,10,scatter,1,0.698,0,1,1
orbit_train,orbit,train,41.9,219.8,2.05,14,scatter,1,0.849,0,0,0
orbit_train,orbit,train,71.6,264.3,1.69,14,as built,1,0.551,0,1,0
orbit_train,orbit,train,76.0,142.9,1.84,15,crowd,1,0.658,0,1,1
orbit_train,orbit,train,39.9,276.0,2.52,20,cluster,0,0.903,0,0,0
orbit_train,orbit,train,42.9,193.1,1.15,10,scatter,0,1.248,0,1,0
orbit_train,orbit,train,50.4,99.4,1.84,64,clusters,1,0.618,0,1,1
orbit_train,orbit,train,36.1,326.1,3.02,34,cluster,0,1.289,0,1,0
orbit_train,orbit,train,61.6,129.1,1.05,26,cluster,0,0.945,0,1,0
orbit_train,orbit,train,41.0,55.3,2.11,36,rows,1,0.731,0,0,1
orbit_train,orbit,train,34.1,317.1,1.83,16,scatter,1,1.449,0,0,0
orbit_train,orbit,train,33.8,180.1,3.25,16,scatter,1,0.857,0,0,1
orbit_train,orbit,train,59.5,182.7,1.36,23,clusters,1,1.265,0,1,1
orbit_train,orbit,train,63.2,236.3,1.91,7,as built,1,1.013,0,0,1
